15, 20, 25, 30, 35, 40, 45
19.9819, 17.0143, 14.4105, 12.1523, 10.2123, 8.5588, 7.1581
19.6925, 16.7345, 14.1460, 11.9059, 9.9851, 8.3506, 6.9683 
19.5251, 16.5693, 13.9964, 11.7811, 9.8898, 8.2860, 6.9330
19.5231, 16.5673, 13.9944, 11.7790, 9.8876, 8.2837, 6.9305
19.6849, 16.7051, 14.1010, 11.8519, 9.9281, 8.2951, 6.9174 
0.00009, 0.00008, 0.00008, 0.00007, 0.00007, 0.00006, 0.00006
