2.5, 10, 17.5, 25, 32.5, 40, 47.5
24.6617, 18.5944, 13.0945, 8.4135, 4.8064, 2.3929, 1.0323
23.1681, 16.8591, 11.3394, 6.9203, 3.7629, 1.7925, 0.7369
23.5137, 17.1363, 11.3854, 6.6579, 3.3226, 1.3950, 0.4861
23.5138, 17.1373, 11.3873, 6.6584, 3.3147, 1.3853, 0.4913
23.5925, 17.2049, 11.4099, 6.6009, 3.1872, 1.2518, 0.4026
0.0009, 0.0008, 0.0007, 0.0006, 0.0004, 0.0003, 0.0001
