0, 5, 10, 15, 20
74.6046, 72.1642, 69.7800, 67.4519, 65.1795
74.6062, 72.1657, 69.7815, 67.4534, 65.1810
74.6066, 72.1666, 69.7818, 67.4544, 65.1820
74.6044, 72.1640, 69.7818, 67.4537, 65.1811
143.8020, 141.5173, 139.2615, 137.0342, 134.8354
143.8143, 141.5296, 139.2737, 137.0464, 134.8477
143.8070, 141.5239, 139.2653, 137.0404, 134.8396
143.8268, 141.5421, 139.2741, 137.0589, 134.8601
